locus_tag,gene,producto,inicio,fin,longitud_nt,longitud_aa,strand,protein_id
b0311,betA,choline dehydrogenase,325576,327247,1671,557,-,AAC73414.1
b0312,betB,betaine aldehyde dehydrogenase,327260,328733,1473,491,-,AAC73415.1
b0313,betI,DNA-binding transcriptional repressor BetI,328746,329334,588,196,-,AAC73416.1
b0314,betT,choline:H(+) symporter,329462,331496,2034,678,+,AAC73417.1
b4730,yahV,protein YahV,331801,331876,75,25,+,AYC08175.1
b0315,pdeL,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,332370,333459,1089,363,+,AAC73418.1
b0316,yahB,putative LysR-type DNA-binding transcriptional regulator YahB,333500,334433,933,311,-,AAC73419.1
b0317,yahC,uncharacterized protein YahC,334524,335022,498,166,-,AAC73420.1
b0318,yahD,ankyrin repeat-containing protein YahD,335279,335885,606,202,+,AAC73421.1
b0319,yahE,DUF2877 domain-containing protein YahE,335924,336788,864,288,+,AAC73422.1
b0320,yahF,putative acyl-CoA synthetase YahF,336777,338325,1548,516,+,AAC73423.1
b0321,yahG,DUF1116 domain-containing protein YahG,338324,339743,1419,473,+,AAC73424.1
b0322,yahH,putative uncharacterized protein YahH,339768,340089,321,107,+,AYC08176.2
b0323,yahI,carbamate kinase-like protein YahI,340164,341115,951,317,+,AAC73426.1
b0324,yahJ,amidohydrolase family protein YahJ,341124,342507,1383,461,+,AAC73427.1
b0325,yahK,"aldehyde reductase, NADPH-dependent",342883,343933,1050,350,+,AAC73428.1
b0326,yahL,uncharacterized protein YahL,344175,344991,816,272,+,AAC73429.1
b4845,xtpA,putative transcriptional regulator XtpA,345251,345434,183,61,+,XJW14020.1
b0327,yahM,uncharacterized protein YahM,345403,345649,246,82,+,AAC73430.2
b0328,yahN,putative amino acid exporter YahN,345665,346337,672,224,-,AAC73431.1
b0329,yahO,DUF1471 domain-containing protein YahO,346483,346759,276,92,+,AAC73432.1
b0330,prpR,DNA-binding transcriptional dual regulator PrpR,346856,348443,1587,529,-,AAC73433.1
b0331,prpB,2-methylisocitrate lyase,348681,349572,891,297,+,AAC73434.1
b0333,prpC,2-methylcitrate synthase,350011,351181,1170,390,+,AAC73436.1
b0334,prpD,2-methylcitrate dehydratase,351214,352666,1452,484,+,AAC73437.1
b0335,prpE,propionyl-CoA synthetase,352705,354592,1887,629,+,AAC73438.1
b0336,codB,cytosine transporter,354921,356181,1260,420,+,AAC73439.1
b0337,codA,cytosine/isoguanine deaminase,356170,357454,1284,428,+,AAC73440.1
b0338,cynR,DNA-binding transcriptional dual regulator CynR,357790,358690,900,300,-,AAC73441.3
b0339,cynT,carbonic anhydrase 1,358798,359458,660,220,+,AAC73442.1
b0340,cynS,cyanase,359488,359959,471,157,+,AAC73443.1
b0341,cynX,cyanate transporter,359991,361146,1155,385,+,AAC73444.1
b0342,lacA,galactoside O-acetyltransferase,361248,361860,612,204,-,AAC73445.1
b0343,lacY,lactose permease,361925,363179,1254,418,-,AAC73446.1
b0344,lacZ,beta-galactosidase,363230,366305,3075,1025,-,AAC73447.1
b0345,lacI,DNA-binding transcriptional repressor LacI,366427,367510,1083,361,-,AAC73448.1
b0346,mhpR,DNA-binding transcriptional activator MhpR,367586,368420,834,278,-,AAC73449.2
b0347,mhpA,3-(3-hydroxyphenyl)propanoate hydroxylase,368610,370275,1665,555,+,AAC73450.1
b0348,mhpB,"3-carboxyethylcatechol 2,3-dioxygenase",370276,371221,945,315,+,AAC73451.1
b0349,mhpC,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",371238,372105,867,289,+,AAC73452.3
b0350,mhpD,2-hydroxypentadienoate hydratase,372114,372924,810,270,+,AAC73453.2
b0351,mhpF,acetaldehyde dehydrogenase (acetylating) MhpF,372920,373871,951,317,+,AAC73454.1
b0352,mhpE,4-hydroxy-2-oxovalerate aldolase,373867,374881,1014,338,+,AAC73455.1
b0353,mhpT,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter,375458,376670,1212,404,+,AAC73456.2
b0354,yaiL,DUF2058 domain-containing protein YaiL,376771,377311,540,180,+,AAC73457.2
b0355,frmB,S-formylglutathione hydrolase FrmB,377534,378368,834,278,-,AAC73458.1
b0356,frmA,S-(hydroxymethyl)glutathione dehydrogenase,378461,379571,1110,370,-,AAC73459.1
b0357,frmR,DNA-binding transcriptional repressor FrmR,379605,379881,276,92,-,AAC73460.2
b0358,yaiO,outer membrane protein YaiO,380068,380842,774,258,-,AAC73461.1
b4579,yaiX,"putative acyltransferase, N-terminal fragment",380843,382872,2029,676,-,NA
b0360,insC1,IS2 element protein InsA,381350,381716,366,122,+,AAC73463.2
b0361,insD1,IS2 element protein,381673,382579,906,302,+,AAC73464.1
b0363,yaiP,putative glucosyltransferase,382738,383935,1197,399,-,AAC73466.1
b4731,ykiC,protein YkiC,383959,384079,120,40,+,AYC08177.1
b0364,yaiS,putative deacetylase YaiS,384058,384616,558,186,-,AAC73467.2
b0365,tauA,taurine ABC transporter periplasmic binding protein,385231,386194,963,321,+,AAC73468.2
b0366,tauB,taurine ABC transporter ATP binding subunit,386206,386974,768,256,+,AAC73469.1
b0367,tauC,taurine ABC transporter membrane subunit,386970,387798,828,276,+,AAC73470.1
b0368,tauD,taurine dioxygenase,387794,388646,852,284,+,AAC73471.1
b0369,hemB,porphobilinogen synthase,388752,389727,975,325,-,AAC73472.2
b4580,yaiT,putative autotransporter YaiT,390250,394418,4168,1389,+,NA
b4767,ytiB,protein YtiB,391591,391648,57,19,-,QNV50520.1
b0372,insF2,IS3 element protein InsF,391738,392605,867,289,-,AAC73475.1
b0373,insE2,IS3 element protein InsE,392601,392901,300,100,-,AAC73476.2
b0375,iprA,putative DNA-binding transcriptional regulator IprA,394505,395129,624,208,+,AAC73478.2
b0376,ampH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,395129,396287,1158,386,-,AAC73479.1
b0377,sbmA,peptide antibiotic/peptide nucleic acid transporter,396638,397859,1221,407,+,AAC73480.1
b0378,yaiW,surface-exposed outer membrane lipoprotein,397871,398966,1095,365,+,AAC73481.1
b0379,yaiY,DUF2755 domain-containing inner membrane protein YaiY,399024,399333,309,103,-,AAC73482.1
b0380,yaiZ,DUF2754 domain-containing protein YaiZ,399592,399805,213,71,+,AAC73483.2
b0381,ddlA,D-alanine--D-alanine ligase A,399828,400923,1095,365,-,AAC73484.1
b0382,iraP,anti-adaptor protein IraP,401385,401646,261,87,+,AAC73485.1
b0383,phoA,alkaline phosphatase,401746,403162,1416,472,+,AAC73486.2
b0384,psiF,phosphate starvation-inducible protein PsiF,403280,403601,321,107,+,AAC73487.2
b0385,dgcC,diguanylate cyclase DgcC,403702,404818,1116,372,+,AAC73488.1
b0386,proC,pyrroline-5-carboxylate reductase,404834,405644,810,270,-,AAC73489.1
b0387,yaiI,DUF188 domain-containing protein YaiI,405763,406222,459,153,+,AAC73490.2
b0388,aroL,shikimate kinase 2,406404,406929,525,175,+,AAC73491.1
b0389,yaiA,protein YaiA,406978,407170,192,64,+,AAC73492.1
b0390,aroM,protein AroM,407427,408105,678,226,+,AAC73493.1
b0391,ppnP,nucleoside phosphorylase PpnP,408176,408461,285,95,+,AAC73494.1
b4732,ykiD,protein YkiD,408946,409030,84,28,+,AYC08178.1
b0393,rdgC,nucleoid-associated protein RdgC,409107,410019,912,304,-,AAC73496.1
b0394,mak,fructokinase,410143,411052,909,303,+,AAC73497.2
b0396,araJ,putative transport protein AraJ,411296,412481,1185,395,-,AAC73499.1
b0397,sbcC,ATP-dependent structure-specific DNA nuclease - SbcC subunit,412606,415753,3147,1049,-,AAC73500.1
b0398,sbcD,ATP-dependent structure-specific DNA nuclease - SbcD subunit,415749,416952,1203,401,-,AAC73501.1
b0399,phoB,DNA-binding transcriptional dual regulator PhoB,417141,417831,690,230,+,AAC73502.1
b0400,phoR,sensor histidine kinase PhoR,417888,419184,1296,432,+,AAC73503.1
b0401,brnQ,branched chain amino acid transporter BrnQ,419590,420910,1320,440,+,AAC73504.1
b0402,proY,putative transporter ProY,420985,422359,1374,458,+,AAC73505.1
b0403,malZ,maltodextrin glucosidase,422517,424332,1815,605,+,AAC73506.2
b0404,acpH,acyl carrier protein phosphodiesterase,424336,424918,582,194,-,AAC73507.1
b0405,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,425010,426081,1071,357,+,AAC73508.1
b0406,tgt,tRNA-guanine transglycosylase,426136,427264,1128,376,+,AAC73509.1
b0407,yajC,Sec translocon accessory complex subunit YajC,427286,427619,333,111,+,AAC73510.1
b0408,secD,Sec translocon accessory complex subunit SecD,427646,429494,1848,616,+,AAC73511.1
b0409,secF,Sec translocon accessory complex subunit SecF,429504,430476,972,324,+,AAC73512.1
b0410,yajD,HNH nuclease family protein YajD,430604,430952,348,116,+,AAC73513.1
b0411,tsx,nucleoside-specific channel-forming protein Tsx,431128,432013,885,295,-,AAC73514.1
b0412,yajI,putative lipoprotein YajI,432311,432851,540,180,-,AAC73515.2
b0413,nrdR,NrdR transcriptional repressor,433001,433451,450,150,+,AAC73516.1
b0414,ribD,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,433454,434558,1104,368,+,AAC73517.1
b0415,ribE,"6,7-dimethyl-8-ribityllumazine synthase",434646,435117,471,157,+,AAC73518.1
b0416,nusB,transcription antitermination protein NusB,435136,435556,420,140,+,AAC73519.1
b0417,thiL,thiamine monophosphate kinase,435633,436611,978,326,+,AAC73520.1
b0418,pgpA,phosphatidylglycerophosphatase A,436588,437107,519,173,+,AAC73521.1
b0419,yajO,1-deoxyxylulose-5-phosphate synthase YajO,437160,438135,975,325,-,AAC73522.2
b0420,dxs,1-deoxy-D-xylulose-5-phosphate synthase,438314,440177,1863,621,-,AAC73523.1
b0421,ispA,geranyl diphosphate/farnesyl diphosphate synthase,440201,441101,900,300,-,AAC73524.1
b0422,xseB,exodeoxyribonuclease VII subunit XseB,441100,441343,243,81,-,AAC73525.1
b0423,thiI,tRNA uridine 4-sulfurtransferase,441548,442997,1449,483,+,AAC73526.1
b0424,yajL,protein/nucleic acid deglycase 3,443050,443641,591,197,-,AAC73527.2
b0425,panE,2-dehydropantoate 2-reductase,443603,444515,912,304,-,AAC73528.1
b0426,yajQ,nucleotide binding protein YajQ,444682,445174,492,164,+,AAC73529.2
b0427,yajR,putative transport protein YajR,445301,446666,1365,455,-,AAC73530.2
b0428,cyoE,heme O synthase,446814,447705,891,297,-,AAC73531.1
b0429,cyoD,cytochrome bo3 subunit 4,447716,448046,330,110,-,AAC73532.1
b0430,cyoC,cytochrome bo3 subunit 3,448045,448660,615,205,-,AAC73533.1
b0431,cyoB,cytochrome bo3 subunit 1,448649,450641,1992,664,-,AAC73534.1
b0432,cyoA,cytochrome bo3 subunit 2,450662,451610,948,316,-,AAC73535.1
b0433,ampG,muropeptide:H(+) symporter,452069,453545,1476,492,-,AAC73536.1
b0434,yajG,putative lipoprotein YajG,453588,454167,579,193,-,AAC73537.2
b0435,bolA,DNA-binding transcriptional dual regulator BolA,454471,454789,318,106,+,AAC73538.2
b0436,tig,trigger factor,455132,456431,1299,433,+,AAC73539.1
b0437,clpP,ATP-dependent Clp protease proteolytic subunit,456676,457300,624,208,+,AAC73540.1
b0438,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,457425,458700,1275,425,+,AAC73541.1
b0439,lon,Lon protease,458887,461242,2355,785,+,AAC73542.1
b0440,hupB,DNA-binding protein HU-beta,461450,461723,273,91,+,AAC73543.1
b0441,ppiD,periplasmic folding chaperone,461914,463786,1872,624,+,AAC73544.1
b0442,ybaV,helix-hairpin-helix 3 family protein,463936,464308,372,124,+,AAC73545.1
b0443,fadM,long-chain acyl-CoA thioesterase FadM,464401,464800,399,133,+,AAC73546.1
b0444,queC,7-cyano-7-deazaguanine synthase,464851,465547,696,232,-,AAC73547.1
b0445,ybaE,uncharacterized protein YbaE,465611,467312,1701,567,-,AAC73548.1
b0446,cof,HMP-PP phosphatase,467411,468230,819,273,+,AAC73549.2
b0447,decR,DNA-binding transcriptional activator DecR,468382,468841,459,153,+,AAC73550.2
b0448,mdlA,ABC transporter family protein MdlA,468870,470643,1773,591,+,AAC73551.1
b0449,mdlB,ABC transporter family protein MdlB,470635,472417,1782,594,+,AAC73552.1
b0450,glnK,nitrogen regulatory protein PII-2,472597,472936,339,113,+,AAC73553.1
b0451,amtB,ammonium transporter,472965,474252,1287,429,+,AAC73554.1
b0452,tesB,acyl-CoA thioesterase II,474300,475161,861,287,-,AAC73555.1
b0453,ybaY,PF09619 family lipoprotein YbaY,475378,475951,573,191,+,AAC73556.1
b0454,ybaZ,DNA base-flipping protein,475981,476371,390,130,-,AAC73557.1
b0456,ybaA,DUF1428 domain-containing protein YbaA,476671,477025,354,118,+,AAC73558.1
b0457,pdeB,cyclic di-GMP phosphodiesterase PdeB,477066,478617,1551,517,-,AAC73559.2
b0458,ylaC,putative inner membrane protein,478780,479251,471,157,-,AAC73560.2
b0459,maa,maltose O-acetyltransferase,479366,479918,552,184,-,AAC73561.1
b0460,hha,hemolysin expression-modulating protein Hha,480089,480308,219,73,-,AAC73562.1
b0461,tomB,Hha toxicity modulator TomB,480333,480708,375,125,-,AAC73563.1
b0462,acrB,multidrug efflux pump RND permease AcrB,481253,484403,3150,1050,-,AAC73564.1
b0463,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,484425,485619,1194,398,-,AAC73565.1
b0464,acrR,DNA-binding transcriptional repressor AcrR,485760,486408,648,216,+,AAC73566.1
b0465,mscK,"potassium dependent, small conductance mechanosensitive channel",486535,489898,3363,1121,+,AAC73567.1
b0466,ybaM,DUF2496 domain-containing protein YbaM,490109,490271,162,54,-,AAC73568.1
b0467,priC,primosomal replication protein N'',490284,490812,528,176,-,AAC73569.1
b0468,ybaN,DUF454 domain-containing inner membrane protein YbaN,490881,491259,378,126,+,AAC73570.1
b0469,apt,adenine phosphoribosyltransferase,491411,491963,552,184,+,AAC73571.1
b0470,dnaX,DNA polymerase III subunit tau,492091,494023,1932,644,+,AAC73572.1
b0470,dnaX,DNA polymerase III subunit gamma,492091,493386,1295,431,+,AYC08179.1
b0471,ybaB,putative nucleoid-associated protein YbaB,494075,494405,330,110,+,AAC73573.1
b0472,recR,recombination mediator protein RecR,494404,495010,606,202,+,AAC73574.1
b0473,htpG,chaperone protein HtpG,495119,496994,1875,625,+,AAC73575.1
b0474,adk,adenylate kinase,497174,497819,645,215,+,AAC73576.1
b0475,hemH,ferrochelatase,498054,499017,963,321,+,AAC73577.1
b0476,aes,acetylesterase,499013,499973,960,320,-,AAC73578.1
b0477,gsk,inosine/guanosine kinase,500124,501429,1305,435,+,AAC73579.1
b0478,ybaL,putative transporter YbaL,501561,503238,1677,559,-,AAC73580.1
b0479,fsr,fosmidomycin efflux pump,503475,504696,1221,407,-,AAC73581.1
b0480,ushA,5'-nucleotidase/UDP-sugar hydrolase,504913,506566,1653,551,+,AAC73582.1
b0481,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,506602,507082,480,160,-,AAC73583.1
b0482,ybaP,TraB family protein YbaP,507285,508080,795,265,-,AAC73584.1
b0483,ybaQ,DNA-binding transcriptional regulator YbaQ,508217,508559,342,114,+,AAC73585.2
b0484,copA,Cu(+) exporting P-type ATPase,508874,511379,2505,835,-,AAC73586.1
b0484,copA,soluble Cu(+) chaperone,511167,511379,212,70,-,AYC08180.1
b0485,glsA,glutaminase 1,511640,512573,933,311,+,AAC73587.1
b0486,ybaT,putative transporter YbaT,512575,513868,1293,431,+,AAC73588.1
b0487,cueR,DNA-binding transcriptional dual regulator CueR,513992,514400,408,136,+,AAC73589.1
b0488,ybbJ,NfeD-like family protein YbbJ,514400,514859,459,153,-,AAC73590.2
b0489,qmcA,PHB domain-containing protein QmcA,514855,515773,918,306,-,AAC73591.1
b0490,fetA,putative iron ABC exporter ATP-binding subunit FetA,515918,516596,678,226,+,AAC73592.1
b0491,fetB,putative iron ABC exporter membrane subunit FetB,516582,517362,780,260,+,AAC73593.2
b0492,cnoX,chaperedoxin,517424,518279,855,285,-,AAC73594.2
b0493,ybbO,NADP(+)-dependent aldehyde reductase YbbO,518339,519149,810,270,-,AAC73595.1
b0494,tesA,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,519138,519765,627,209,-,AAC73596.1
b0495,ybbA,putative ABC transporter ATP-binding protein YbbA,519732,520419,687,229,+,AAC73597.1
b0496,ybbP,putative ABC transporter membrane subunit YbbP,520415,522830,2415,805,+,AAC73598.1
b0497,rhsD,protein RhsD,523260,527541,4281,1427,+,AAC73599.1
b0498,ybbC,PF15631 family protein YbbC,527580,527949,369,123,+,AAC73600.1
b0502,ylbG,putative DNA-binding transcriptional regulator YlbG,529644,530016,372,124,-,AYC08181.1
b0503,selU,tRNA 2-selenouridine synthase,530131,531226,1095,365,-,AAC73605.1
b0504,allS,DNA-binding transcriptional activator AllS,531294,532221,927,309,-,AAC73606.1
b0505,allA,ureidoglycolate lyase,532450,532933,483,161,+,AAC73607.1
b0506,allR,DNA-binding transcriptional repressor AllR,533010,533826,816,272,+,AAC73608.1
b0507,gcl,glyoxylate carboligase,533915,535697,1782,594,+,AAC73609.1
b0508,hyi,hydroxypyruvate isomerase,535709,536486,777,259,+,AAC73610.1
b0509,glxR,tartronate semialdehyde reductase 2,536585,537464,879,293,+,AAC73611.1
b0511,allW,allantoin transporter,537632,539087,1455,485,+,AAC73613.2
b0512,allB,allantoinase,539146,540508,1362,454,+,AAC73614.1
b0513,ybbY,putative purine transporter,540564,541866,1302,434,+,AAC73615.2
b0514,glxK,glycerate 2-kinase 2,541887,543033,1146,382,+,AAC73616.1
b0515,allE,(S)-ureidoglycine aminohydrolase,543260,544046,786,262,-,AAC73617.1
b0516,allC,allantoate amidohydrolase,544056,545292,1236,412,-,AAC73618.1
b0517,allD,ureidoglycolate dehydrogenase,545313,546363,1050,350,-,AAC73619.1
b0518,fdrA,putative oxamate carbamoyltransferase FdrA,546679,548347,1668,556,+,AAC73620.1
b4572,ylbE,DUF1116 domain-containing protein YlbE,548356,549616,1260,420,+,ABD18638.2
b0520,ylbF,DUF2877 domain-containing protein YlbF,549626,550442,816,272,+,AAC73622.1
b0521,ybcF,putative carbamate kinase,550438,551332,894,298,+,AAC73623.1
b0522,purK,5-(carboxyamino)imidazole ribonucleotide synthase,551526,552594,1068,356,-,AAC73624.1
b0523,purE,N(5)-carboxyaminoimidazole ribonucleotide mutase,552590,553100,510,170,-,AAC73625.1
b0524,lpxH,"UDP-2,3-diacylglucosamine diphosphatase",553217,553940,723,241,-,AAC73626.1
b0525,ppiB,peptidyl-prolyl cis-trans isomerase B,553942,554437,495,165,-,AAC73627.1
b0526,cysS,cysteine--tRNA ligase,554610,555996,1386,462,+,AAC73628.1
b0527,ybcI,PF04307 family inner membrane protein YbcI,556031,556553,522,174,-,AAC73629.1
b0528,ybcJ,putative RNA-binding protein YbcJ,556660,556873,213,71,-,AAC73630.2
b0529,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,556874,557741,867,289,-,AAC73631.1
b0530,sfmA,putative fimbrial protein SfmA,558211,558754,543,181,+,AAC73632.2
b0531,sfmC,putative fimbrial chaperone SfmC,558973,559666,693,231,+,AAC73633.1
b0532,sfmD,putative fimbrial usher protein SfmD,559696,562300,2604,868,+,AAC73634.1
b0533,sfmH,putative fimbrial adhesin protein SfmH,562335,563319,984,328,+,AAC73635.2
b0534,sfmF,putative fimbrial protein SfmF,563329,563845,516,172,+,AAC73636.1
b0535,fimZ,LuxR family transcriptional regulator FimZ,563847,564480,633,211,-,AAC73637.1
b0537,intD,putative integrase,564814,565978,1164,388,-,AAC73638.1
b0542,renD,DLP12 prophage; protein RenD,566683,568247,1564,521,+,NA
b0540,insE3,IS3 element protein InsE,566841,567141,300,100,+,AAC73641.2
b0541,insF3,IS3 element protein InsF,567137,568004,867,289,+,AAC73642.1
b0543,emrE,multidrug/betaine/choline efflux transporter EmrE,568314,568647,333,111,+,AAC73644.1
b4733,ylcJ,protein YlcJ,568694,568844,150,50,+,AYC08182.1
b0544,ybcK,putative recombinase YbcK,568901,570428,1527,509,+,AAC73645.1
b0545,ybcL,periplasmic protein YbcL,570892,571444,552,184,+,AAC73646.1
b0546,ybcM,putative DNA-binding transcriptional regulator,571453,572251,798,266,+,AAC73647.1
b4588,ylcH,uncharacterized protein YlcH,572367,572469,102,34,+,ABP93435.1
b0547,ybcN,DNA base-flipping protein,572465,572921,456,152,+,AAC73648.1
b0548,ninE,NinE family prophage protein,572920,573091,171,57,+,AAC73649.1
b0549,ybcO,putative nuclease YbcO,573083,573374,291,97,+,AAC73650.1
b0550,rusA,crossover junction endodeoxyribonuclease RusA,573370,573733,363,121,+,AAC73651.1
b4509,ylcG,uncharacterized protein YlcG,573729,573870,141,47,+,ABD18639.1
b0551,quuD,prophage antitermination protein Q homolog QuuD,573955,574339,384,128,+,AAC73652.1
b0553,nmpC,DLP12 prophage; putative outer membrane porin NmpC,574528,576825,2297,765,-,NA
b0552,insH2,IS5 transposase and trans-activator,574736,575717,981,327,-,AAC73653.2
b0554,essD,putative phage lysis protein,577397,577613,216,72,+,AAC73655.1
b0555,rrrD,lysozyme,577612,578110,498,166,+,AAC73656.1
b0556,rzpD,putative prophage endopeptidase RzpD,578106,578568,462,154,+,AAC73657.1
b4510,rzoD,putative prophage lysis lipoprotein RzoD,578326,578509,183,61,+,ABD18640.1
b0557,borD,prophage lipoprotein BorD,578599,578893,294,98,-,AAC73658.1
b0558,ybcV,DUF1398 domain-containing protein YbcV,579183,579594,411,137,-,AAC73659.2
b0559,ybcW,uncharacterized protein YbcW,579879,580086,207,69,+,AAC73660.1
b4589,ylcI,DUF3950 domain-containing protein YlcI,580250,580445,195,65,-,ABP93436.1
b0560,nohD,putative DNA-packaging protein NohD,580833,581379,546,182,+,AAC73661.1
b0561,tfaD,putative tail fiber assembly protein TfaD,581533,582097,564,188,+,AYC08183.1
