tipo,inicio,fin,longitud,strand,producto,locus_tag,gc_content,protein_id
CDS,291499,292231,732,+,protein YagJ,b0276,48.90710382513661,AYC08172.1
CDS,292321,292948,627,-,uncharacterized protein YagK,b0277,44.81658692185008,AAC73380.1
CDS,293219,293918,699,-,resolvase-like catalytic domain-containing protein YagL,b0278,37.33905579399141,AAC73381.1
CDS,293944,294799,855,-,protein YagM,b0279,36.25730994152047,AAC73382.1
CDS,294917,295142,225,-,protein YkgV,b4729,40.88888888888889,AYC08173.1
CDS,295138,295579,441,-,protein YagN,b0280,43.53741496598639,AAC73383.1
CDS,295695,297096,1401,-,putative phage integrase,b0281,44.3254817987152,AAC73384.1
CDS,297380,297791,411,-,putative LysR family substrate binding domain-containing protein YagP,b0282,52.55474452554745,AYC08174.1
CDS,297769,298726,957,-,molybdenum cofactor insertion chaperone PaoD,b0283,59.979101358411704,AAC73386.1
CDS,298735,300934,2199,-,"aldehyde dehydrogenase, molybdenum cofactor-binding subunit",b0284,59.43610732150978,AAC73387.1
CDS,300930,301887,957,-,"aldehyde dehydrogenase, FAD-binding Fe-S subunit",b0285,60.71055381400209,AAC73388.1
CDS,301883,302573,690,-,"aldehyde dehydrogenase, Fe-S subunit",b0286,54.78260869565217,AAC73389.1
CDS,302990,303605,615,+,DUF1440 domain-containing inner membrane protein YagU,b0287,45.203252032520325,AAC73390.1
CDS,303852,304182,330,-,putative metal-chelating domain-containing protein YkgJ,b0288,50.303030303030305,AAC73391.1
CDS,304494,305205,711,-,putative fimbrial chaperone EcpE,b0289,53.023909985935305,AAC73392.2
CDS,305173,306817,1644,-,fimbrial adhesin EcpD,b0290,51.58150851581509,AAC73393.1
CDS,306806,309332,2526,-,putative fimbrial usher protein EcpC,b0291,55.2652414885194,AAC73394.1
CDS,309357,310026,669,-,putative fimbrial chaperone EcpB,b0292,54.85799701046338,AAC73395.1
CDS,310083,310671,588,-,common pilus major subunit,b0293,52.89115646258503,AAC73396.1
CDS,310745,311336,591,-,DNA-binding transcriptional dual regulator MatA,b0294,39.08629441624365,AAC73397.1
CDS,312111,312339,228,+,uncharacterized protein YkgL,b0295,43.859649122807014,AAC73398.1
CDS,312373,312514,141,-,50S ribosomal subunit protein L36B,b4506,41.843971631205676,ABD18636.1
CDS,312513,312777,264,-,50S ribosomal subunit protein L31B,b0296,45.83333333333333,AAC73399.1
CDS,313140,313242,102,-,putative membrane protein YkgR,b4671,28.431372549019606,ACO59990.1
CDS,315290,315590,300,+,IS3 element protein InsE,b0298,50.0,AAC73401.2
CDS,315586,316453,867,+,IS3 element protein InsF,b0299,55.13264129181085,AAC73402.1
CDS,317725,318319,594,-,DUF417 domain-containing inner membrane protein RclC,b0301,44.94949494949495,AAC73404.2
CDS,318330,318567,237,-,hypochlorite stress response protein RclB,b0303,35.44303797468354,AAC73406.2
CDS,318675,320001,1326,-,cupric reductase RclA,b0304,45.55052790346908,AAC73407.2
CDS,320226,321081,855,+,DNA-binding transcriptional activator RclR,b0305,51.2280701754386,AAC73408.1
CDS,321607,322327,720,+,putative lactate utilization oxidoreductase YkgE,b0306,50.55555555555556,AAC73409.1
CDS,322337,323765,1428,+,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,b0307,50.21008403361344,AAC73410.1
CDS,323757,324453,696,+,DUF162 domain-containing lactate utilization protein YkgG,b0308,52.1551724137931,AAC73411.2
CDS,324695,325364,669,-,uncharacterized protein YkgH,b0310,36.92077727952167,AAC73413.1
CDS,325576,327247,1671,-,choline dehydrogenase,b0311,57.09156193895871,AAC73414.1
CDS,327260,328733,1473,-,betaine aldehyde dehydrogenase,b0312,58.248472505091655,AAC73415.1
CDS,328746,329334,588,-,DNA-binding transcriptional repressor BetI,b0313,56.80272108843537,AAC73416.1
CDS,329462,331496,2034,+,choline:H(+) symporter,b0314,55.309734513274336,AAC73417.1
CDS,331801,331876,75,+,protein YahV,b4730,24.0,AYC08175.1
CDS,332370,333459,1089,+,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,b0315,45.91368227731864,AAC73418.1
CDS,333500,334433,933,-,putative LysR-type DNA-binding transcriptional regulator YahB,b0316,49.30332261521972,AAC73419.1
CDS,334524,335022,498,-,uncharacterized protein YahC,b0317,52.81124497991968,AAC73420.1
CDS,335279,335885,606,+,ankyrin repeat-containing protein YahD,b0318,45.37953795379538,AAC73421.1
CDS,335924,336788,864,+,DUF2877 domain-containing protein YahE,b0319,47.10648148148148,AAC73422.1
CDS,336777,338325,1548,+,putative acyl-CoA synthetase YahF,b0320,55.55555555555556,AAC73423.1
CDS,338324,339743,1419,+,DUF1116 domain-containing protein YahG,b0321,58.350951374207185,AAC73424.1
CDS,339768,340089,321,+,putative uncharacterized protein YahH,b0322,57.63239875389408,AYC08176.2
CDS,340164,341115,951,+,carbamate kinase-like protein YahI,b0323,56.15141955835961,AAC73426.1
CDS,341124,342507,1383,+,amidohydrolase family protein YahJ,b0324,56.25451916124368,AAC73427.1
CDS,342883,343933,1050,+,"aldehyde reductase, NADPH-dependent",b0325,53.333333333333336,AAC73428.1
CDS,344175,344991,816,+,uncharacterized protein YahL,b0326,38.84803921568628,AAC73429.1
CDS,345251,345434,183,+,putative transcriptional regulator XtpA,b4845,46.44808743169399,XJW14020.1
CDS,345403,345649,246,+,uncharacterized protein YahM,b0327,46.7479674796748,AAC73430.2
CDS,345665,346337,672,-,putative amino acid exporter YahN,b0328,49.404761904761905,AAC73431.1
CDS,346483,346759,276,+,DUF1471 domain-containing protein YahO,b0329,38.768115942028984,AAC73432.1
CDS,346856,348443,1587,-,DNA-binding transcriptional dual regulator PrpR,b0330,55.19848771266541,AAC73433.1
CDS,348681,349572,891,+,2-methylisocitrate lyase,b0331,56.11672278338945,AAC73434.1
CDS,350011,351181,1170,+,2-methylcitrate synthase,b0333,55.64102564102564,AAC73436.1
CDS,351214,352666,1452,+,2-methylcitrate dehydratase,b0334,56.955922865013775,AAC73437.1
CDS,352705,354592,1887,+,propionyl-CoA synthetase,b0335,58.39957604663487,AAC73438.1
CDS,354921,356181,1260,+,cytosine transporter,b0336,53.888888888888886,AAC73439.1
CDS,356170,357454,1284,+,cytosine/isoguanine deaminase,b0337,53.426791277258566,AAC73440.1
CDS,357790,358690,900,-,DNA-binding transcriptional dual regulator CynR,b0338,55.00000000000001,AAC73441.3
CDS,358798,359458,660,+,carbonic anhydrase 1,b0339,57.27272727272727,AAC73442.1
CDS,359488,359959,471,+,cyanase,b0340,50.530785562632694,AAC73443.1
CDS,359991,361146,1155,+,cyanate transporter,b0341,58.7012987012987,AAC73444.1
CDS,361248,361860,612,-,galactoside O-acetyltransferase,b0342,42.810457516339866,AAC73445.1
CDS,361925,363179,1254,-,lactose permease,b0343,46.3317384370016,AAC73446.1
CDS,363230,366305,3075,-,beta-galactosidase,b0344,56.26016260162602,AAC73447.1
CDS,366427,367510,1083,-,DNA-binding transcriptional repressor LacI,b0345,56.32502308402585,AAC73448.1
CDS,367586,368420,834,-,DNA-binding transcriptional activator MhpR,b0346,55.75539568345324,AAC73449.2
CDS,368610,370275,1665,+,3-(3-hydroxyphenyl)propanoate hydroxylase,b0347,56.996996996997,AAC73450.1
CDS,370276,371221,945,+,"3-carboxyethylcatechol 2,3-dioxygenase",b0348,57.77777777777777,AAC73451.1
CDS,371238,372105,867,+,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",b0349,54.67128027681662,AAC73452.3
CDS,372114,372924,810,+,2-hydroxypentadienoate hydratase,b0350,55.18518518518518,AAC73453.2
CDS,372920,373871,951,+,acetaldehyde dehydrogenase (acetylating) MhpF,b0351,54.4689800210305,AAC73454.1
CDS,373867,374881,1014,+,4-hydroxy-2-oxovalerate aldolase,b0352,56.50887573964497,AAC73455.1
CDS,375458,376670,1212,+,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter,b0353,57.42574257425742,AAC73456.2
CDS,376771,377311,540,+,DUF2058 domain-containing protein YaiL,b0354,48.148148148148145,AAC73457.2
CDS,377534,378368,834,-,S-formylglutathione hydrolase FrmB,b0355,48.561151079136685,AAC73458.1
CDS,378461,379571,1110,-,S-(hydroxymethyl)glutathione dehydrogenase,b0356,53.69369369369369,AAC73459.1
CDS,379605,379881,276,-,DNA-binding transcriptional repressor FrmR,b0357,53.2608695652174,AAC73460.2
CDS,380068,380842,774,-,outer membrane protein YaiO,b0358,50.129198966408275,AAC73461.1
CDS,380843,382872,2029,-,"putative acyltransferase, N-terminal fragment",b4579,45.20743919885551,NA
CDS,381350,381716,366,+,IS2 element protein InsA,b0360,53.00546448087432,AAC73463.2
CDS,381673,382579,906,+,IS2 element protein,b0361,55.07726269315674,AAC73464.1
CDS,382738,383935,1197,-,putative glucosyltransferase,b0363,49.95822890559732,AAC73466.1
CDS,383959,384079,120,+,protein YkiC,b4731,43.333333333333336,AYC08177.1
CDS,384058,384616,558,-,putative deacetylase YaiS,b0364,43.36917562724014,AAC73467.2
CDS,385231,386194,963,+,taurine ABC transporter periplasmic binding protein,b0365,56.28245067497404,AAC73468.2
CDS,386206,386974,768,+,taurine ABC transporter ATP binding subunit,b0366,55.989583333333336,AAC73469.1
CDS,386970,387798,828,+,taurine ABC transporter membrane subunit,b0367,57.2463768115942,AAC73470.1
CDS,387794,388646,852,+,taurine dioxygenase,b0368,54.460093896713616,AAC73471.1
CDS,388752,389727,975,-,porphobilinogen synthase,b0369,53.94871794871795,AAC73472.2
CDS,390250,394418,4168,+,putative autotransporter YaiT,b4580,45.30443756449948,NA
CDS,391591,391648,57,-,protein YtiB,b4767,42.10526315789473,QNV50520.1
CDS,391738,392605,867,-,IS3 element protein InsF,b0372,55.13264129181085,AAC73475.1
CDS,392601,392901,300,-,IS3 element protein InsE,b0373,50.0,AAC73476.2
CDS,394505,395129,624,+,putative DNA-binding transcriptional regulator IprA,b0375,39.42307692307692,AAC73478.2
CDS,395129,396287,1158,-,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,b0376,55.35405872193437,AAC73479.1
CDS,396638,397859,1221,+,peptide antibiotic/peptide nucleic acid transporter,b0377,51.35135135135135,AAC73480.1
CDS,397871,398966,1095,+,surface-exposed outer membrane lipoprotein,b0378,53.42465753424658,AAC73481.1
CDS,399024,399333,309,-,DUF2755 domain-containing inner membrane protein YaiY,b0379,52.42718446601942,AAC73482.1
CDS,399592,399805,213,+,DUF2754 domain-containing protein YaiZ,b0380,48.82629107981221,AAC73483.2
CDS,399828,400923,1095,-,D-alanine--D-alanine ligase A,b0381,51.05022831050229,AAC73484.1
CDS,401385,401646,261,+,anti-adaptor protein IraP,b0382,46.36015325670498,AAC73485.1
CDS,401746,403162,1416,+,alkaline phosphatase,b0383,53.38983050847458,AAC73486.2
CDS,403280,403601,321,+,phosphate starvation-inducible protein PsiF,b0384,47.66355140186916,AAC73487.2
CDS,403702,404818,1116,+,diguanylate cyclase DgcC,b0385,53.673835125448036,AAC73488.1
CDS,404834,405644,810,-,pyrroline-5-carboxylate reductase,b0386,54.567901234567906,AAC73489.1
CDS,405763,406222,459,+,DUF188 domain-containing protein YaiI,b0387,56.42701525054466,AAC73490.2
CDS,406404,406929,525,+,shikimate kinase 2,b0388,52.19047619047619,AAC73491.1
CDS,406978,407170,192,+,protein YaiA,b0389,48.4375,AAC73492.1
CDS,407427,408105,678,+,protein AroM,b0390,46.46017699115044,AAC73493.1
CDS,408176,408461,285,+,nucleoside phosphorylase PpnP,b0391,51.92982456140351,AAC73494.1
CDS,408946,409030,84,+,protein YkiD,b4732,41.66666666666667,AYC08178.1
CDS,409107,410019,912,-,nucleoid-associated protein RdgC,b0393,51.53508771929825,AAC73496.1
CDS,410143,411052,909,+,fructokinase,b0394,55.66556655665566,AAC73497.2
CDS,411296,412481,1185,-,putative transport protein AraJ,b0396,50.71729957805907,AAC73499.1
CDS,412606,415753,3147,-,ATP-dependent structure-specific DNA nuclease - SbcC subunit,b0397,53.797267238639975,AAC73500.1
CDS,415749,416952,1203,-,ATP-dependent structure-specific DNA nuclease - SbcD subunit,b0398,53.28345802161264,AAC73501.1
CDS,417141,417831,690,+,DNA-binding transcriptional dual regulator PhoB,b0399,54.492753623188406,AAC73502.1
CDS,417888,419184,1296,+,sensor histidine kinase PhoR,b0400,53.00925925925925,AAC73503.1
CDS,419590,420910,1320,+,branched chain amino acid transporter BrnQ,b0401,55.6060606060606,AAC73504.1
CDS,420985,422359,1374,+,putative transporter ProY,b0402,52.91120815138283,AAC73505.1
CDS,422517,424332,1815,+,maltodextrin glucosidase,b0403,54.600550964187335,AAC73506.2
CDS,424336,424918,582,-,acyl carrier protein phosphodiesterase,b0404,53.09278350515464,AAC73507.1
CDS,425010,426081,1071,+,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,b0405,54.15499533146592,AAC73508.1
CDS,426136,427264,1128,+,tRNA-guanine transglycosylase,b0406,51.329787234042556,AAC73509.1
CDS,427286,427619,333,+,Sec translocon accessory complex subunit YajC,b0407,49.549549549549546,AAC73510.1
CDS,427646,429494,1848,+,Sec translocon accessory complex subunit SecD,b0408,53.192640692640694,AAC73511.1
CDS,429504,430476,972,+,Sec translocon accessory complex subunit SecF,b0409,51.64609053497943,AAC73512.1
CDS,430604,430952,348,+,HNH nuclease family protein YajD,b0410,47.12643678160919,AAC73513.1
CDS,431128,432013,885,-,nucleoside-specific channel-forming protein Tsx,b0411,50.50847457627119,AAC73514.1
CDS,432311,432851,540,-,putative lipoprotein YajI,b0412,47.592592592592595,AAC73515.2
CDS,433001,433451,450,+,NrdR transcriptional repressor,b0413,51.33333333333333,AAC73516.1
CDS,433454,434558,1104,+,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,b0414,55.34420289855072,AAC73517.1
CDS,434646,435117,471,+,"6,7-dimethyl-8-ribityllumazine synthase",b0415,52.22929936305732,AAC73518.1
CDS,435136,435556,420,+,transcription antitermination protein NusB,b0416,53.80952380952381,AAC73519.1
CDS,435633,436611,978,+,thiamine monophosphate kinase,b0417,54.396728016359916,AAC73520.1
CDS,436588,437107,519,+,phosphatidylglycerophosphatase A,b0418,53.179190751445084,AAC73521.1
CDS,437160,438135,975,-,1-deoxyxylulose-5-phosphate synthase YajO,b0419,53.02564102564102,AAC73522.2
CDS,438314,440177,1863,-,1-deoxy-D-xylulose-5-phosphate synthase,b0420,54.267310789049915,AAC73523.1
CDS,440201,441101,900,-,geranyl diphosphate/farnesyl diphosphate synthase,b0421,54.22222222222223,AAC73524.1
CDS,441100,441343,243,-,exodeoxyribonuclease VII subunit XseB,b0422,55.144032921810705,AAC73525.1
CDS,441548,442997,1449,+,tRNA uridine 4-sulfurtransferase,b0423,52.17391304347826,AAC73526.1
CDS,443050,443641,591,-,protein/nucleic acid deglycase 3,b0424,56.51438240270728,AAC73527.2
CDS,443603,444515,912,-,2-dehydropantoate 2-reductase,b0425,51.864035087719294,AAC73528.1
CDS,444682,445174,492,+,nucleotide binding protein YajQ,b0426,50.0,AAC73529.2
CDS,445301,446666,1365,-,putative transport protein YajR,b0427,52.600732600732606,AAC73530.2
CDS,446814,447705,891,-,heme O synthase,b0428,53.759820426487096,AAC73531.1
CDS,447716,448046,330,-,cytochrome bo3 subunit 4,b0429,49.696969696969695,AAC73532.1
CDS,448045,448660,615,-,cytochrome bo3 subunit 3,b0430,53.49593495934959,AAC73533.1
CDS,448649,450641,1992,-,cytochrome bo3 subunit 1,b0431,52.96184738955824,AAC73534.1
CDS,450662,451610,948,-,cytochrome bo3 subunit 2,b0432,50.9493670886076,AAC73535.1
CDS,452069,453545,1476,-,muropeptide:H(+) symporter,b0433,53.65853658536586,AAC73536.1
CDS,453588,454167,579,-,putative lipoprotein YajG,b0434,51.29533678756477,AAC73537.2
CDS,454471,454789,318,+,DNA-binding transcriptional dual regulator BolA,b0435,48.42767295597484,AAC73538.2
CDS,455132,456431,1299,+,trigger factor,b0436,51.19322555812163,AAC73539.1
CDS,456676,457300,624,+,ATP-dependent Clp protease proteolytic subunit,b0437,51.12179487179487,AAC73540.1
CDS,457425,458700,1275,+,ATP-dependent Clp protease ATP-binding subunit ClpX,b0438,51.52941176470588,AAC73541.1
CDS,458887,461242,2355,+,Lon protease,b0439,52.31422505307856,AAC73542.1
CDS,461450,461723,273,+,DNA-binding protein HU-beta,b0440,49.08424908424908,AAC73543.1
CDS,461914,463786,1872,+,periplasmic folding chaperone,b0441,52.35042735042735,AAC73544.1
CDS,463936,464308,372,+,helix-hairpin-helix 3 family protein,b0442,54.83870967741935,AAC73545.1
CDS,464401,464800,399,+,long-chain acyl-CoA thioesterase FadM,b0443,46.11528822055138,AAC73546.1
CDS,464851,465547,696,-,7-cyano-7-deazaguanine synthase,b0444,51.724137931034484,AAC73547.1
CDS,465611,467312,1701,-,uncharacterized protein YbaE,b0445,52.968841857730744,AAC73548.1
CDS,467411,468230,819,+,HMP-PP phosphatase,b0446,51.4041514041514,AAC73549.2
CDS,468382,468841,459,+,DNA-binding transcriptional activator DecR,b0447,51.85185185185185,AAC73550.2
CDS,468870,470643,1773,+,ABC transporter family protein MdlA,b0448,54.032712915961646,AAC73551.1
CDS,470635,472417,1782,+,ABC transporter family protein MdlB,b0449,56.28507295173962,AAC73552.1
CDS,472597,472936,339,+,nitrogen regulatory protein PII-2,b0450,50.737463126843664,AAC73553.1
CDS,472965,474252,1287,+,ammonium transporter,b0451,56.17715617715617,AAC73554.1
CDS,474300,475161,861,-,acyl-CoA thioesterase II,b0452,52.49709639953542,AAC73555.1
CDS,475378,475951,573,+,PF09619 family lipoprotein YbaY,b0453,53.92670157068062,AAC73556.1
CDS,475981,476371,390,-,DNA base-flipping protein,b0454,54.1025641025641,AAC73557.1
CDS,476671,477025,354,+,DUF1428 domain-containing protein YbaA,b0456,49.43502824858757,AAC73558.1
CDS,477066,478617,1551,-,cyclic di-GMP phosphodiesterase PdeB,b0457,48.03352675693101,AAC73559.2
CDS,478780,479251,471,-,putative inner membrane protein,b0458,47.13375796178344,AAC73560.2
CDS,479366,479918,552,-,maltose O-acetyltransferase,b0459,48.369565217391305,AAC73561.1
CDS,480089,480308,219,-,hemolysin expression-modulating protein Hha,b0460,40.63926940639269,AAC73562.1
CDS,480333,480708,375,-,Hha toxicity modulator TomB,b0461,40.53333333333333,AAC73563.1
CDS,481253,484403,3150,-,multidrug efflux pump RND permease AcrB,b0462,53.96825396825397,AAC73564.1
CDS,484425,485619,1194,-,multidrug efflux pump membrane fusion lipoprotein AcrA,b0463,53.85259631490788,AAC73565.1
CDS,485760,486408,648,+,DNA-binding transcriptional repressor AcrR,b0464,45.370370370370374,AAC73566.1
CDS,486535,489898,3363,+,"potassium dependent, small conductance mechanosensitive channel",b0465,51.88819506393101,AAC73567.1
CDS,490109,490271,162,-,DUF2496 domain-containing protein YbaM,b0466,48.148148148148145,AAC73568.1
CDS,490284,490812,528,-,primosomal replication protein N'',b0467,58.90151515151515,AAC73569.1
CDS,490881,491259,378,+,DUF454 domain-containing inner membrane protein YbaN,b0468,52.116402116402114,AAC73570.1
CDS,491411,491963,552,+,adenine phosphoribosyltransferase,b0469,54.347826086956516,AAC73571.1
CDS,492091,494023,1932,+,DNA polymerase III subunit tau,b0470,57.66045548654244,AAC73572.1
CDS,492091,493386,1295,+,DNA polymerase III subunit gamma,b0470,58.333333333333336,AYC08179.1
CDS,494075,494405,330,+,putative nucleoid-associated protein YbaB,b0471,52.72727272727272,AAC73573.1
CDS,494404,495010,606,+,recombination mediator protein RecR,b0472,57.755775577557756,AAC73574.1
CDS,495119,496994,1875,+,chaperone protein HtpG,b0473,52.85333333333333,AAC73575.1
CDS,497174,497819,645,+,adenylate kinase,b0474,51.78294573643411,AAC73576.1
CDS,498054,499017,963,+,ferrochelatase,b0475,53.89408099688473,AAC73577.1
CDS,499013,499973,960,-,acetylesterase,b0476,52.083333333333336,AAC73578.1
CDS,500124,501429,1305,+,inosine/guanosine kinase,b0477,51.877394636015325,AAC73579.1
CDS,501561,503238,1677,-,putative transporter YbaL,b0478,55.4561717352415,AAC73580.1
CDS,503475,504696,1221,-,fosmidomycin efflux pump,b0479,52.416052416052416,AAC73581.1
CDS,504913,506566,1653,+,5'-nucleotidase/UDP-sugar hydrolase,b0480,50.877192982456144,AAC73582.1
CDS,506602,507082,480,-,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,b0481,50.83333333333333,AAC73583.1
CDS,507285,508080,795,-,TraB family protein YbaP,b0482,54.088050314465406,AAC73584.1
CDS,508217,508559,342,+,DNA-binding transcriptional regulator YbaQ,b0483,44.73684210526316,AAC73585.2
CDS,508874,511379,2505,-,Cu(+) exporting P-type ATPase,b0484,58.28343313373253,AAC73586.1
